temperature,humidity,oil_level,gas_value,fault_class
30.81,51.56,3.7,1222.41,0
32.98,69.21,20.22,699.43,0
26.47,44.62,13.32,1039.56,0
21.85,51.24,17.75,1151.53,0
35.92,32.84,23.16,1244.61,0
27.82,44.26,11.63,568.94,0
35.2,46.13,18.21,836.88,1
25.66,43.02,12.95,1805.18,4
28.03,59.66,22.08,1282.09,0
22.12,82.44,22.26,358.32,2
26.99,41.62,21.94,688.95,0
34.55,54.9,13.75,1645.47,4
22.92,71.58,3.45,1989.82,4
27.69,31.53,7.93,338.87,0
32.32,30.49,6.39,1861.19,4
35.32,79.21,8.14,1557.45,4
24.88,80.22,23.51,1102.05,0
37.38,49.1,3.41,1322.99,0
22.5,43.38,7.13,550.11,0
25.84,59.1,11.81,1040.13,0
26.64,81.33,24.06,1962.14,4
38.01,63.11,6.24,724.04,1
28.38,32.06,19.35,133.23,0
28.65,65.52,24.72,816.84,0
36.34,41.77,23.51,1243.21,0
33.71,72.12,17.2,1547.06,4
24.73,83.67,20.26,348.97,2
28.61,38.61,13.45,1374.89,0
23.49,57.39,21.14,303.84,0
25.84,37.03,21.92,1407.55,0
21.43,57.66,5.42,1038.51,0
29.12,38.96,5.76,763.97,0
35.7,70.12,21.18,391.11,1
38.53,45.26,22.34,393.06,1
24.05,64.01,16.02,1934.13,4
26.18,39.71,3.15,1080.91,0
27.04,58.02,18.24,1034.59,0
37.58,44.2,19.82,999.68,1
21.18,30.72,7.0,1939.18,4
23.67,34.89,20.15,1361.11,0
23.13,59.25,15.04,876.47,0
23.37,67.42,5.3,726.01,0
20.71,66.3,17.69,377.51,0
22.48,72.31,20.02,292.6,0
21.48,67.16,6.73,1809.24,4
21.28,34.3,15.75,1933.9,4
29.04,42.22,16.0,1460.32,0
22.87,31.24,8.56,131.71,0
29.7,59.45,12.5,1238.65,0
29.99,51.19,24.71,1375.07,0
32.39,59.2,15.12,1571.74,4
32.02,62.96,7.58,1074.39,0
36.84,55.9,17.42,1847.06,4
32.67,73.7,24.73,446.96,0
24.88,78.44,6.36,722.12,2
31.89,71.93,12.4,177.65,0
30.94,46.84,21.79,558.76,0
23.78,58.94,24.51,1069.49,0
27.07,30.4,24.67,849.66,0
36.88,39.2,17.66,1506.98,4
22.99,39.34,8.01,1268.57,0
30.26,66.76,12.23,966.54,0
34.39,65.52,21.93,1018.12,0
32.18,44.16,9.15,877.33,0
31.13,55.93,10.03,850.65,0
27.06,43.2,10.07,290.82,0
33.88,42.94,9.79,442.11,0
34.65,76.27,6.59,1213.76,0
21.96,39.43,10.16,1358.55,0
20.04,58.14,7.63,921.6,0
30.95,81.1,15.19,1115.0,0
29.37,74.46,13.41,141.68,0
26.45,45.0,17.59,1642.32,4
33.58,83.03,8.62,1857.54,4
20.62,71.67,5.49,87.34,0
28.24,73.62,17.71,894.71,0
36.75,37.27,22.09,1165.18,0
34.63,71.96,13.44,1589.62,4
20.87,44.07,9.29,1890.84,4
20.73,41.22,21.49,208.55,0
25.16,41.56,22.41,1237.12,0
25.29,49.94,13.82,1119.37,0
38.03,30.27,6.25,425.87,1
27.8,48.92,7.75,1378.97,0
37.04,42.35,7.44,1134.52,0
20.18,45.67,7.97,197.09,0
34.41,59.18,19.62,115.24,0
29.14,62.55,3.48,1630.62,4
26.67,74.22,16.49,1571.99,4
26.51,58.13,7.09,998.89,0
31.35,54.54,23.5,1575.22,4
28.68,60.53,7.75,1701.67,4
37.17,48.33,21.43,1477.05,0
28.29,66.61,16.6,1427.14,0
33.41,43.14,6.42,1692.4,4
21.0,53.15,23.6,891.13,0
34.42,51.33,10.8,502.69,0
34.08,81.2,20.24,87.5,2
30.48,64.19,3.81,611.81,3
25.34,64.13,4.87,1267.73,0
25.01,76.43,6.68,109.35,2
39.94,41.03,21.64,1259.18,0
22.77,67.79,22.2,1616.37,4
36.42,75.21,10.85,1051.58,0
32.0,34.85,5.03,1689.59,4
30.06,32.94,16.72,131.41,0
31.17,65.61,19.88,1472.19,0
39.09,35.99,3.65,683.11,0
33.78,51.28,8.42,1822.82,4
37.22,36.3,10.97,847.82,1
36.38,52.95,22.1,62.19,1
25.66,71.24,13.29,1148.3,0
21.99,38.65,3.99,1167.65,0
21.39,62.9,14.0,60.07,0
26.44,69.74,16.98,444.56,0
23.14,77.86,17.93,306.0,2
38.9,82.07,14.46,924.92,0
21.87,78.78,18.82,1103.45,0
24.49,51.23,23.68,1933.82,4
30.18,61.19,22.41,1537.51,4
30.09,76.54,17.6,1389.1,0
20.93,48.6,24.81,1248.98,0
28.15,48.51,3.16,1801.33,4
37.27,82.85,8.73,1553.45,4
34.85,84.22,14.15,1631.25,4
39.74,68.09,14.6,620.81,1
30.9,65.49,16.92,112.56,0
31.55,72.34,15.43,523.91,0
29.06,54.34,10.12,236.59,0
24.42,74.39,23.83,956.01,0
20.25,55.57,24.49,770.49,0
30.89,42.3,14.63,609.16,0
30.56,64.48,18.39,1761.7,4
35.58,50.63,7.31,440.68,1
34.8,32.25,16.6,1891.22,4
38.38,67.46,15.95,555.45,1
22.19,76.19,22.72,771.14,2
39.52,69.1,6.1,1432.22,0
24.45,67.71,16.71,45.55,0
33.12,81.72,12.89,1413.21,0
34.59,40.76,5.98,1071.09,0
31.91,38.43,24.6,1273.76,0
36.59,60.9,21.55,648.94,1
22.78,63.96,10.15,784.15,0
36.26,59.23,4.63,1006.3,0
29.63,81.27,8.94,92.01,2
22.77,74.12,7.88,1626.06,4
36.56,82.37,16.08,633.09,0
35.7,38.49,6.38,1401.74,0
21.25,59.76,17.89,252.82,0
28.35,59.54,11.96,565.36,0
30.9,55.26,7.56,1683.46,4
21.52,54.02,9.04,569.14,0
27.73,59.44,20.61,1992.45,4
26.12,73.66,3.42,428.55,3
33.55,71.98,8.01,1937.86,4
36.92,84.46,21.68,973.87,0
34.38,84.56,21.43,233.66,2
29.46,84.35,12.58,1624.26,4
21.14,53.03,7.09,1965.96,4
33.43,31.03,4.99,180.54,3
33.06,33.61,10.02,474.68,0
34.36,45.84,15.61,686.89,0
27.45,37.19,8.02,965.4,0
23.74,72.98,4.95,1555.26,4
33.23,57.83,24.55,1075.02,0
30.56,52.53,21.55,1296.48,0
23.63,31.39,10.25,253.17,0
31.52,31.12,23.09,1321.37,0
20.42,72.27,12.91,790.13,0
39.54,32.62,15.52,1873.24,4
37.45,35.16,7.8,463.61,1
32.37,41.14,22.57,1352.96,0
22.34,37.87,23.61,288.95,0
30.84,31.62,14.91,900.4,0
38.19,76.08,22.74,1472.08,0
38.52,40.24,9.22,20.31,1
28.44,81.47,23.59,1139.31,0
38.66,49.6,23.02,736.68,1
31.89,30.8,6.64,1939.73,4
26.37,71.34,5.74,1509.12,4
39.8,36.76,12.72,421.62,1
31.97,36.89,6.58,1214.75,0
23.42,68.93,21.16,209.98,0
31.19,37.02,11.23,1408.56,0
31.42,59.2,5.63,195.99,0
21.51,40.94,17.04,1490.61,0
20.91,83.53,20.29,48.09,2
20.47,32.53,9.67,481.94,0
25.35,68.02,13.35,1933.27,4
39.59,69.7,13.5,507.59,1
23.17,66.16,20.7,1699.78,4
37.42,63.6,10.34,105.54,1
34.95,61.75,21.12,1820.09,4
29.48,39.21,8.26,407.31,0
26.8,42.71,9.48,1673.61,4
39.02,47.54,14.94,1256.93,0
35.42,35.31,15.85,1930.79,4
35.73,41.25,5.32,446.18,1
29.64,54.24,17.14,1343.25,0
33.56,66.6,5.68,1273.84,0
26.33,73.83,24.99,1566.44,4
39.78,49.45,18.9,199.45,1
29.18,81.86,18.24,541.0,2
31.26,59.31,5.6,1599.67,4
30.82,66.26,9.16,1749.88,4
22.34,67.73,20.24,448.98,0
31.81,68.25,9.87,331.31,0
21.0,82.1,11.49,1437.34,0
32.88,47.8,12.68,519.56,0
27.56,56.54,6.89,897.81,0
24.35,75.54,8.63,450.17,2
34.9,36.09,12.28,785.24,0
34.77,36.21,16.94,350.88,0
22.07,56.06,22.98,92.01,0
31.12,68.64,9.07,158.77,0
22.45,70.47,5.64,1460.68,0
20.4,83.13,12.27,962.47,2
20.15,62.88,3.63,1883.17,4
34.1,72.46,19.94,1635.46,4
37.5,50.78,19.07,415.15,1
36.89,64.7,10.94,748.56,1
28.42,63.61,14.64,1767.94,4
28.04,59.15,21.73,304.83,0
28.68,43.11,7.92,15.02,0
21.29,75.27,5.71,1363.43,0
37.52,31.38,8.45,1914.36,4
30.3,80.17,5.27,1790.71,4
31.54,42.21,7.62,1443.84,0
23.79,67.02,13.05,938.95,0
36.61,58.19,16.42,944.94,1
29.52,31.29,24.71,1079.74,0
23.65,33.27,6.0,359.11,0
30.23,80.0,7.17,673.28,2
34.87,52.42,9.62,1105.5,0
31.01,57.91,10.89,1066.48,0
33.74,53.85,12.38,1179.34,0
28.02,33.58,16.38,1440.59,0
27.67,38.27,18.15,1662.49,4
28.04,66.36,6.28,432.34,0
33.18,79.78,22.5,1199.81,0
29.57,31.53,6.71,158.36,0
34.11,60.79,19.15,460.86,0
20.3,71.66,18.51,1186.35,0
23.44,78.02,16.37,1919.81,4
33.23,81.92,8.78,1626.62,4
26.08,30.5,11.39,480.76,0
28.42,69.94,19.87,1835.34,4
35.88,37.35,13.59,1943.7,4
21.05,39.0,3.16,1289.14,0
28.78,78.47,12.86,1148.06,0
25.45,45.69,7.38,675.21,0
37.08,46.16,19.44,690.06,1
37.75,35.87,10.8,1007.92,0
24.34,62.37,21.04,1924.03,4
25.48,68.67,16.53,1517.62,4
28.76,63.9,13.94,547.92,0
20.59,60.93,20.93,1838.64,4
38.08,44.22,15.1,1466.71,0
27.85,81.39,6.73,1225.48,0
39.53,66.62,6.39,1382.27,0
35.22,43.04,13.98,1780.79,4
30.94,41.54,24.49,523.81,0
26.31,35.86,21.27,117.77,0
30.59,44.57,23.88,83.74,0
31.35,69.55,22.63,602.41,0
22.84,50.91,7.89,1075.0,0
29.28,41.17,10.73,1555.13,4
25.0,30.31,7.46,870.05,0
29.85,73.58,20.57,539.61,0
31.91,30.54,8.65,1919.11,4
26.93,40.1,11.83,263.16,0
28.51,74.48,4.27,1075.27,0
25.62,71.05,14.32,379.27,0
23.73,84.28,16.56,365.37,2
37.62,32.24,23.11,391.0,1
22.07,62.9,8.97,503.11,0
23.14,50.6,20.53,990.71,0
26.06,54.65,13.76,1853.7,4
33.12,66.91,18.09,1488.16,0
29.3,51.5,22.6,1360.49,0
36.81,44.82,17.9,598.97,1
31.75,82.85,21.91,139.59,2
27.41,82.62,21.73,1294.17,0
20.88,31.34,14.09,1380.06,0
39.32,56.78,17.0,583.68,1
25.9,46.5,18.73,1238.4,0
36.65,54.01,6.4,61.81,1
32.29,33.61,3.02,851.31,3
38.04,38.93,8.86,1832.6,4
23.64,56.89,15.63,444.61,0
21.53,70.33,10.55,1146.12,0
27.64,30.25,23.94,1369.25,0
34.9,35.0,23.05,1876.83,4
21.22,51.86,5.96,1900.15,4
25.85,43.88,14.84,463.06,0
31.12,74.57,9.14,1568.0,4
37.01,34.3,15.6,1181.69,0
27.47,60.26,17.96,1694.37,4
35.3,74.22,17.14,1584.66,4
32.02,63.15,14.04,781.49,0
38.83,31.88,10.0,1411.39,0
26.56,37.23,3.86,518.77,3
38.7,33.23,14.43,218.04,1
33.26,79.25,13.35,1716.09,4
34.84,76.34,15.53,673.66,2
27.57,76.63,14.34,574.48,2
22.6,47.03,7.26,1171.24,0
25.96,57.21,22.55,229.81,0
29.65,73.49,17.83,968.85,0
28.12,77.32,22.6,204.53,2
35.22,39.33,16.02,1555.9,4
35.01,49.56,14.36,40.4,1
32.97,83.53,21.82,1752.27,4
33.87,43.42,3.58,509.83,3
21.3,84.91,14.72,838.61,2
38.18,65.65,7.08,517.57,1
25.81,76.4,11.31,1630.11,4
27.43,30.96,16.16,1787.34,4
21.37,32.03,6.37,1437.64,0
34.57,54.56,16.1,1781.47,4
38.91,78.46,7.36,502.25,0
37.85,40.91,6.98,1710.41,4
30.68,51.71,24.27,379.02,0
37.12,72.13,16.38,526.71,1
39.04,63.29,21.56,300.76,1
25.5,74.91,4.28,1746.08,4
37.81,45.72,18.8,606.69,1
21.63,42.12,7.74,49.3,0
20.02,63.63,9.61,1482.76,0
29.22,43.83,6.76,181.87,0
25.55,36.3,17.95,842.43,0
33.0,65.48,16.62,1334.38,0
27.42,61.68,15.03,1342.7,0
25.81,62.51,22.19,1763.96,4
32.79,82.91,5.34,1002.4,0
32.99,64.38,6.01,1665.52,4
28.32,33.21,9.39,1546.06,4
36.24,82.68,14.34,1602.8,4
36.58,51.0,12.23,1363.19,0
36.5,73.66,12.66,760.86,1
38.05,43.22,16.08,862.04,1
20.82,40.05,24.66,1834.2,4
34.66,41.42,24.3,1547.35,4
38.96,42.57,9.95,1433.95,0
28.46,39.21,7.36,86.49,0
34.83,71.0,4.31,358.76,3
38.74,33.1,7.86,567.67,1
37.91,58.27,5.81,1877.83,4
21.02,79.94,4.16,634.39,0
27.76,82.84,24.21,1489.49,0
36.05,40.36,24.31,585.37,1
38.26,56.79,15.63,791.87,1
27.27,84.26,5.57,794.26,2
28.57,73.89,5.69,1197.5,0
36.41,39.89,16.7,242.59,1
20.81,61.79,12.65,560.87,0
22.48,78.49,6.12,807.12,2
39.09,34.01,20.8,567.65,1
21.1,32.73,13.53,1217.43,0
31.76,44.98,23.85,379.25,0
37.98,49.06,23.4,913.97,1
20.59,65.24,18.91,148.05,0
27.57,46.75,8.81,1587.81,4
33.04,84.81,3.33,1689.7,4
30.89,76.84,15.43,612.48,2
36.22,33.92,19.44,839.43,1
34.34,59.89,22.58,860.82,0
38.03,37.52,17.87,395.03,1
26.66,83.43,8.71,918.26,2
30.94,66.58,10.16,865.66,0
26.26,67.13,19.77,978.26,0
30.37,43.14,12.44,1143.75,0
37.47,79.68,10.99,633.01,0
38.47,46.33,6.58,1159.7,0
27.21,66.61,19.2,1779.85,4
29.31,60.04,19.91,1521.38,4
24.09,70.78,18.9,1270.82,0
29.02,32.03,17.86,1082.83,0
27.22,54.48,23.45,1776.41,4
34.69,31.98,6.23,1979.39,4
37.61,57.76,19.7,1281.67,0
22.45,80.02,18.86,1912.54,4
37.33,83.62,15.15,593.7,0
27.87,36.7,7.94,671.74,0
31.22,44.54,11.67,1722.26,4
34.35,76.83,15.14,1063.04,0
23.85,70.09,23.22,321.82,0
29.9,36.64,15.33,762.34,0
21.36,74.4,8.77,1164.24,0
32.88,66.05,12.06,1822.02,4
26.8,59.6,17.11,83.24,0
30.82,44.63,15.9,729.28,0
30.13,42.38,23.37,189.02,0
33.06,48.33,18.1,1572.5,4
36.43,67.14,16.88,152.27,1
32.89,80.73,14.59,819.26,2
39.35,37.04,9.7,835.57,1
37.96,46.09,24.6,868.84,1
33.02,38.06,19.71,1572.59,4
27.57,81.47,10.87,969.63,2
23.88,43.7,14.39,365.57,0
28.28,81.34,12.32,664.16,2
25.26,56.34,19.02,1274.89,0
31.91,65.85,10.11,1268.58,0
27.53,72.19,10.66,1772.18,4
35.47,47.4,22.31,157.77,1
34.12,64.47,19.97,180.24,0
29.2,63.69,21.6,916.35,0
34.96,74.28,23.78,798.37,0
24.83,57.74,5.87,1542.55,4
33.33,51.0,13.48,832.56,0
37.4,57.13,6.62,480.59,1
24.07,82.15,14.78,1739.98,4
29.71,80.37,19.0,1275.24,0
39.45,35.19,5.06,1650.65,4
24.45,46.71,10.99,63.48,0
34.78,55.38,22.74,1027.33,0
28.67,42.93,17.73,697.3,0
37.11,48.76,10.7,1274.82,0
26.78,75.67,24.07,849.41,2
31.28,68.76,4.55,1028.35,0
25.85,35.51,13.43,1303.46,0
39.21,65.72,5.75,1677.23,4
21.85,78.71,15.59,40.45,2
32.38,57.19,16.68,1750.51,4
23.75,36.08,15.95,3.07,0
36.16,63.55,18.24,113.12,1
32.31,71.66,5.92,1261.25,0
34.99,49.15,24.85,80.32,0
33.79,44.26,21.29,1244.7,0
37.63,55.83,21.24,1450.2,0
30.56,66.46,15.65,916.4,0
32.56,79.76,7.3,608.41,2
30.84,51.45,11.52,291.13,0
39.83,66.33,10.84,1589.93,4
38.24,55.15,8.28,523.21,1
32.26,34.08,11.8,1829.32,4
30.25,43.11,10.26,1229.74,0
25.12,32.31,17.47,1329.38,0
28.22,49.04,17.96,838.96,0
31.27,70.94,4.66,610.33,3
29.52,76.39,20.99,464.22,2
25.78,73.89,4.56,1535.57,4
26.93,54.95,17.19,1546.49,4
24.64,56.03,11.87,1700.87,4
39.01,42.36,5.16,324.15,1
20.05,69.35,8.19,458.67,0
36.67,51.31,19.71,1022.72,0
33.8,54.28,6.2,1618.67,4
32.4,78.91,24.95,285.46,2
24.76,58.37,4.38,546.14,3
24.88,59.38,13.78,219.72,0
35.88,63.03,13.23,634.1,1
39.83,54.99,3.37,879.86,0
26.38,46.0,22.84,769.22,0
25.84,66.87,6.09,873.07,0
27.87,61.47,5.48,1184.2,0
31.35,73.23,11.32,1687.64,4
23.98,68.08,7.4,721.48,0
34.38,36.58,20.47,233.71,0
24.16,67.38,14.04,433.36,0
20.54,67.24,8.42,234.98,0
35.12,55.2,9.03,738.54,1
36.97,72.55,8.4,934.66,1
29.26,43.21,4.57,1618.99,4
24.17,47.41,17.07,1632.57,4
20.31,33.68,22.35,898.76,0
34.83,60.68,3.54,439.95,3
37.69,63.38,19.92,1323.12,0
38.29,32.12,24.04,560.69,1
32.51,77.63,15.8,634.2,2
28.36,34.12,8.62,727.02,0
34.54,60.9,11.68,1117.17,0
25.02,72.3,11.15,873.26,0
32.14,55.51,22.82,204.34,0
32.45,39.06,6.52,729.76,0
32.93,43.17,12.62,225.12,0
29.95,42.1,17.66,1986.89,4
20.52,77.0,8.07,1740.44,4
35.35,84.6,10.44,1632.92,4
23.21,45.76,13.92,439.11,0
20.39,30.2,9.23,680.63,0
26.64,65.19,12.97,665.25,0
34.49,63.96,12.61,878.28,0
27.77,52.79,21.26,308.56,0
31.59,62.73,4.33,1958.79,4
32.95,51.22,18.83,1344.72,0
33.42,60.04,21.64,1444.7,0
23.7,31.22,13.13,1917.28,4
30.88,30.92,8.28,402.53,0
20.5,51.88,10.19,670.1,0
25.14,79.61,20.26,671.57,2
36.75,61.25,17.52,899.71,1
27.87,52.27,10.84,1201.04,0
35.08,81.41,5.42,917.58,0
28.65,57.23,8.88,1975.84,4
32.12,81.38,23.89,1006.79,0
34.9,55.89,24.54,1446.73,0
24.11,51.69,21.65,1301.18,0
37.95,83.0,15.21,1747.5,4
21.39,65.38,15.82,294.66,0
29.17,80.89,6.1,1293.8,0
27.88,34.65,4.51,719.71,3
33.99,80.36,3.77,1694.57,4
34.46,32.6,18.47,888.93,0
23.23,74.49,14.52,1716.8,4
25.31,54.18,14.84,656.66,0
32.02,45.12,21.16,1491.09,0
38.85,32.35,6.1,851.77,1
36.08,36.5,15.38,578.66,1
31.16,30.94,3.84,1300.41,0
23.75,74.11,22.62,1855.18,4
39.96,54.25,5.74,1945.29,4
35.6,58.21,10.09,488.93,1
25.85,51.25,5.46,1222.17,0
38.27,34.13,4.89,820.1,0
29.92,50.23,19.5,1276.57,0
32.06,36.75,9.98,1520.69,4
34.03,30.02,5.84,1218.4,0
22.57,38.54,20.19,1572.1,4
27.48,58.86,15.24,857.99,0
38.22,47.0,7.33,376.85,1
36.42,33.66,8.39,779.02,1
28.64,64.38,8.57,752.86,0
37.1,79.89,19.02,606.3,0
30.06,40.96,18.78,1584.56,4
29.34,66.41,16.85,358.77,0
30.86,65.09,4.7,1474.31,0
21.14,84.46,23.25,748.92,2
29.79,80.31,24.74,591.7,2
34.8,55.12,13.73,289.96,0
20.97,57.31,6.23,1175.8,0
26.83,49.65,13.47,907.17,0
38.35,33.62,7.38,1933.28,4
25.51,81.9,19.38,1574.16,4
35.11,41.36,11.0,1263.5,0
38.41,61.4,23.32,795.45,1
21.21,34.53,17.1,275.13,0
32.52,69.62,10.61,1924.01,4
25.48,57.38,9.71,32.34,0
25.92,68.66,10.33,1997.08,4
32.23,69.6,20.13,1169.99,0
39.92,44.41,6.25,488.4,1
39.39,76.57,18.08,103.01,0
20.58,82.35,6.01,1903.03,4
24.12,77.31,17.37,787.28,2
33.81,34.37,20.85,796.14,0
29.63,60.16,22.8,1251.47,0
37.36,55.17,16.97,924.05,1
32.17,60.1,23.92,803.09,0
34.63,80.24,11.92,102.56,2
31.54,77.85,15.11,370.28,2
28.1,70.49,8.19,412.07,0
28.46,68.42,16.04,153.11,0
23.3,41.91,5.55,1598.38,4
32.27,38.29,20.71,1995.58,4
23.71,72.37,10.1,1949.87,4
25.68,37.61,24.97,1387.05,0
39.79,59.42,23.6,1918.55,4
37.28,52.96,17.56,426.58,1
36.96,37.63,13.07,1659.22,4
26.37,38.84,7.74,971.79,0
26.55,60.24,18.14,1390.86,0
35.01,35.33,16.33,1512.09,4
21.39,64.36,4.07,1746.95,4
36.86,68.17,5.36,1562.95,4
28.32,60.22,15.96,1156.47,0
21.66,49.38,20.17,352.89,0
35.42,59.49,5.87,281.88,1
20.65,66.8,9.42,11.94,0
29.44,77.22,11.91,938.91,2
20.24,33.54,10.55,1627.93,4
31.23,37.23,3.28,1974.38,4
34.25,56.75,6.3,917.73,0
37.43,50.12,19.35,1208.79,0
38.34,32.43,6.45,1427.6,0
30.7,65.74,9.83,1663.26,4
25.28,81.25,20.97,882.37,2
28.28,54.95,19.3,1127.18,0
26.37,49.2,10.04,439.95,0
22.95,67.04,15.04,1975.83,4
39.28,38.45,3.52,1767.77,4
20.67,83.97,3.72,1032.31,0
21.12,81.1,4.61,479.82,0
39.14,33.8,7.67,1243.83,0
31.04,57.0,9.62,1258.38,0
27.63,49.01,24.99,1001.03,0
31.35,40.59,24.81,806.38,0
24.2,64.52,5.89,281.4,0
36.24,73.32,11.18,1000.01,0
37.0,34.84,8.33,1925.93,4
39.42,55.96,4.8,1753.15,4
25.22,75.36,11.46,7.87,2
37.74,80.46,17.2,829.44,0
22.88,64.89,5.75,630.7,0
31.24,54.9,11.69,830.72,0
33.9,75.66,10.99,1105.03,0
36.32,51.95,20.38,1513.83,4
29.79,32.45,20.3,1073.42,0
35.39,64.73,21.83,104.54,1
31.02,80.64,16.36,1892.54,4
34.93,68.71,4.1,768.03,3
32.03,81.89,22.55,1130.0,0
38.52,49.46,12.02,1617.0,4
22.98,70.1,13.35,1547.5,4
38.5,59.34,6.08,1924.04,4
23.69,75.17,16.24,232.32,2
38.79,52.07,5.06,1173.21,0
24.53,79.57,4.76,1675.94,4
24.7,39.44,20.74,45.77,0
21.18,41.08,9.04,1876.6,4
30.51,47.95,6.47,1998.28,4
33.39,72.9,19.15,1347.72,0
22.9,73.59,21.39,766.95,0
20.71,35.53,3.7,325.81,3
31.19,41.76,4.6,1018.96,0
35.64,59.18,17.31,1754.86,4
37.91,32.43,11.69,1225.3,0
34.8,72.18,3.7,562.72,3
32.59,73.01,23.64,471.01,0
31.59,43.56,7.75,1599.93,4
29.37,81.08,24.19,1369.56,0
22.26,67.88,6.49,564.04,0
25.79,79.33,15.7,342.57,2
37.4,57.83,9.81,139.35,1
35.49,83.16,21.81,1507.64,4
27.26,48.57,5.42,252.15,0
36.13,66.41,14.64,1255.47,0
38.64,62.91,21.5,870.93,1
31.43,83.41,8.38,302.77,2
25.94,60.46,22.93,1132.35,0
35.0,81.15,16.6,350.27,2
28.88,67.5,24.6,665.87,0
22.86,48.12,11.24,697.75,0
29.21,67.29,21.36,195.66,0
30.73,77.25,15.74,502.19,2
28.8,70.09,19.58,131.37,0
22.96,31.77,24.08,1229.08,0
34.91,35.89,24.07,1950.36,4
28.7,72.51,18.58,272.23,0
22.95,69.16,17.31,319.8,0
26.76,60.72,8.57,1661.64,4
35.09,47.17,8.86,721.55,1
24.26,84.2,16.37,789.05,2
31.26,44.26,8.73,224.89,0
21.42,70.91,20.78,916.54,0
33.66,33.45,25.0,1991.93,4
33.92,53.93,8.81,508.79,0
22.58,62.08,16.55,1994.87,4
38.23,48.53,17.61,891.49,1
22.03,62.7,22.58,548.77,0
26.75,55.11,18.66,1843.23,4
39.26,50.43,13.46,1200.32,0
22.73,49.07,13.06,1632.94,4
33.81,52.06,10.52,1473.0,0
35.92,68.78,21.38,1404.21,0
21.75,77.81,4.08,1050.76,0
29.29,64.72,19.53,1616.01,4
33.27,61.85,16.2,559.99,0
23.67,81.75,4.36,422.65,0
34.17,81.79,4.5,1666.32,4
34.52,60.86,18.63,1436.48,0
20.98,49.55,22.08,1472.64,0
34.37,73.36,14.44,44.81,0
23.68,33.87,23.52,697.02,0
24.97,47.37,6.09,979.91,0
36.45,70.17,24.98,1726.23,4
24.48,67.52,15.44,297.47,0
26.17,67.94,21.06,799.66,0
26.31,65.36,14.65,919.57,0
22.22,37.2,13.68,742.93,0
23.52,61.77,16.8,1306.29,0
28.44,79.43,23.96,1513.51,4
38.47,64.79,20.13,581.25,1
37.45,71.29,4.26,877.51,0
29.95,44.9,10.91,989.53,0
34.24,68.21,7.06,536.36,0
20.38,44.38,15.18,541.24,0
21.38,77.28,8.55,1543.61,4
31.88,48.1,15.84,1680.39,4
26.69,47.09,13.2,1034.34,0
22.5,59.03,16.69,1131.11,0
20.79,66.9,18.73,1993.26,4
24.23,59.07,11.71,1160.1,0
29.51,77.83,6.06,1261.98,0
21.62,75.11,13.41,1768.13,4
38.16,37.32,18.38,957.85,1
24.3,71.53,12.19,697.2,0
21.29,63.34,4.55,1435.19,0
25.08,51.89,22.15,370.8,0
21.04,47.38,14.38,1412.87,0
33.15,83.36,23.54,260.99,2
35.23,44.14,21.96,83.81,1
25.63,33.05,15.71,500.08,0
20.11,50.67,12.44,1004.06,0
25.37,78.24,20.58,1955.66,4
25.35,57.42,15.8,937.63,0
38.49,41.85,12.07,684.8,1
22.44,36.01,19.67,187.95,0
25.64,49.95,16.75,1796.93,4
26.64,80.16,20.5,1671.81,4
21.46,42.84,23.17,1878.8,4
32.18,37.19,17.28,1884.37,4
24.43,81.25,23.18,961.19,2
38.48,61.01,17.89,1948.0,4
38.79,43.34,17.87,1231.89,0
24.57,80.92,19.2,1990.2,4
32.59,61.32,11.38,39.13,0
28.64,47.83,5.79,526.45,0
39.46,44.56,14.16,46.36,1
39.19,59.15,5.48,328.59,1
26.46,67.6,6.97,1589.04,4
36.5,68.2,6.14,1635.58,4
29.06,31.52,9.69,925.17,0
34.65,69.62,18.78,696.4,0
20.06,67.28,7.23,1387.38,0
28.99,66.21,4.07,1190.01,0
31.74,69.38,21.07,1921.72,4
38.16,42.67,11.87,706.28,1
33.94,49.94,3.63,1249.93,0
24.93,40.3,16.34,1070.74,0
20.36,31.58,20.98,1807.82,4
35.6,44.89,20.18,1838.7,4
33.02,55.49,19.89,808.16,0
20.82,45.56,10.59,1740.55,4
25.72,32.52,15.14,1132.09,0
28.92,78.55,6.36,1251.37,0
25.8,79.55,16.24,757.03,2
33.73,36.59,24.46,1166.63,0
27.45,65.21,10.68,187.02,0
23.67,53.55,18.66,682.73,0
25.86,81.28,3.81,605.69,0
30.83,56.46,16.97,139.91,0
32.25,74.09,6.68,532.34,0
33.55,83.42,17.83,875.01,2
30.24,55.73,17.29,344.6,0
22.93,69.3,4.89,348.94,3
32.78,78.5,22.11,43.62,2
28.03,64.11,5.43,1253.16,0
28.2,40.88,20.84,1896.29,4
36.04,31.46,10.76,265.26,1
21.17,52.07,11.57,1539.6,4
25.49,39.13,15.16,1407.21,0
37.29,33.43,21.34,1727.7,4
25.33,49.98,13.71,1739.14,4
26.19,76.35,17.87,348.55,2
38.42,84.48,18.06,159.15,0
38.9,58.0,12.05,1290.62,0
31.33,64.77,7.47,1736.14,4
24.73,50.54,24.18,1759.36,4
20.09,73.28,5.28,1946.77,4
25.53,38.94,3.92,81.2,3
20.66,47.5,16.27,831.99,0
37.0,81.48,17.32,1911.44,4
